46, 0
46, 0
46, 1
46, 1
47, 1
46, 2
46, 2
46, 3
46, 3
47, 4
46, 5
46, 12
47, 20
46, 29
46, 37
46, 46
46, 54
46, 62
46, 70
46, 78
46, 87
47, 96
46, 104
46, 113
46, 122
46, 132
46, 141
46, 150
47, 160
46, 169
46, 179
46, 188
46, 197
46, 206
46, 216
47, 225
46, 235
46, 244
46, 253
46, 263
46, 272
46, 281
47, 290
46, 301
47, 310
46, 319
46, 328
46, 337
47, 347
46, 356
46, 366
46, 375
46, 385
46, 394
46, 403
47, 412
46, 421
46, 432
46, 441
46, 450
46, 459
46, 468
46, 478
46, 487
46, 497
46, 506
47, 516
46, 525
46, 534
46, 543
46, 552
46, 563
46, 572
46, 581
46, 590
46, 600
46, 609
46, 618
46, 628
46, 637
46, 647
46, 656
46, 665
46, 674
46, 684
46, 694
47, 703
46, 712
46, 721
47, 731
46, 740
46, 749
46, 759
47, 769
46, 778
46, 787
47, 796
46, 805
46, 815
46, 824
46, 834
47, 843
46, 852
46, 862
47, 871
46, 880
46, 889
46, 900
46, 909
46, 918
46, 927
46, 936
46, 946
46, 955
46, 965
46, 974
47, 984
46, 993
46, 1002
46, 1012
46, 1022
46, 1034
46, 1044
46, 1054
46, 1064
46, 1075
46, 1085
46, 1096
46, 1106
46, 1117
46, 1127
46, 1137
46, 1147
46, 1159
46, 1169
46, 1179
46, 1189
46, 1200
46, 1210
46, 1220
46, 1231
46, 1242
46, 1252
46, 1262
46, 1272
47, 1283
47, 1294
46, 1304
46, 1314
46, 1325
46, 1335
46, 1345
47, 1355
46, 1367
46, 1377
47, 1387
46, 1397
47, 1408
46, 1418
46, 1429
47, 1439
46, 1449
47, 1460
46, 1470
47, 1480
26, 1491
18, 1502
15, 1512
14, 1522
14, 1532
14, 1543
14, 1553
14, 1564
14, 1574
14, 1585
14, 1595
14, 1605
14, 1615
14, 1627
13, 1637
14, 1647
14, 1657
14, 1668
14, 1678
13, 1688
14, 1699
14, 1710
14, 1720
14, 1730
14, 1740
14, 1751
14, 1762
14, 1772
14, 1782
14, 1793
14, 1803
14, 1813
14, 1824
14, 1835
14, 1845
14, 1855
14, 1865
14, 1875
14, 1886
14, 1897
14, 1907
14, 1917
14, 1928
14, 1938
14, 1948
14, 1959
14, 1970
14, 1980
14, 1990
14, 2000
14, 2011
14, 2021
14, 2032
14, 2042
14, 2053
14, 2063
14, 2073
14, 2083
13, 2095
13, 2105
14, 2115
13, 2125
14, 2136
14, 2146
13, 2157
14, 2167
14, 2178
14, 2188
13, 2198
14, 2208
14, 2219
14, 2230
14, 2240
14, 2250
13, 2260
14, 2271
14, 2281
14, 2292
14, 2302
14, 2313
13, 2323
14, 2333
13, 2343
14, 2354
14, 2365
14, 2375
13, 2385
14, 2396
13, 2406
13, 2416
14, 2427
